# Processed galaxy data ready for 3D visualization
# Columns: x, y, z (3D coordinates), g_mag (brightness), red, green, blue (colors), galaxy_type
# Coordinates are centered and scaled for optimal visualization
x,y,z,g_mag,red,green,blue,galaxy_type
23.163,-0.022,-0.791,17.65,1.0,0.577,1.0,irregular
23.164,0.029,-0.773,16.32,0.425,1.0,1.0,spiral
7.651,0.176,-0.274,17.75,0.31,1.0,1.0,spiral
11.284,0.261,-0.637,15.35,1.0,0.894,0.208,elliptical
23.163,0.032,-0.792,18.27,1.0,0.79,0.14,elliptical
-11.492,0.5,0.462,18.8,0.313,0.768,1.0,spiral
-12.478,0.485,-0.593,19.26,1.0,0.638,0.145,elliptical
-2.6,-0.105,0.52,16.45,0.585,1.0,1.0,spiral
23.162,-0.035,-0.849,15.61,0.534,1.0,1.0,spiral
-21.754,1.924,-0.695,19.7,0.355,0.836,1.0,spiral
11.61,0.025,-0.366,18.23,1.0,0.776,0.158,elliptical
-25.829,0.582,0.89,17.2,1.0,1.0,0.36,elliptical
23.164,0.002,-0.774,18.12,1.0,0.688,0.232,elliptical
8.717,0.162,-0.43,20.13,0.916,0.31,0.716,irregular
12.364,0.431,-0.467,17.83,1.0,0.853,0.349,elliptical
21.13,0.113,-0.815,18.59,0.25,0.844,1.0,spiral
22.417,-0.051,-0.722,16.07,0.39,1.0,1.0,spiral
-33.371,-0.127,2.385,18.59,0.42,0.895,1.0,spiral
13.425,0.029,-0.552,18.73,1.0,0.726,0.304,elliptical
-9.154,0.534,-0.202,18.9,0.447,0.792,1.0,spiral
-1.443,0.521,-0.144,18.07,1.0,0.859,0.386,elliptical
23.163,-0.041,-0.804,16.25,1.0,0.861,0.218,elliptical
-14.796,1.367,0.3,18.24,0.5,0.827,1.0,spiral
23.161,0.012,-0.849,16.79,1.0,0.593,1.0,irregular
14.179,-0.156,-0.449,16.23,1.0,0.632,1.0,irregular
23.162,-0.002,-0.811,17.39,0.439,0.866,1.0,spiral
-20.254,-1.873,-0.372,18.25,0.301,0.902,1.0,spiral
17.385,-0.227,-0.845,16.58,1.0,0.908,0.455,elliptical
9.045,0.526,-0.518,18.03,1.0,0.862,0.139,elliptical
-7.115,0.791,-0.246,17.83,0.529,1.0,1.0,spiral
13.756,0.139,-0.313,18.37,1.0,0.44,1.0,irregular
23.164,-0.04,-0.775,18.27,1.0,0.399,1.0,irregular
-6.777,0.191,0.553,18.06,0.307,0.798,1.0,spiral
-17.278,0.916,0.096,20.98,0.261,0.56,0.869,spiral
23.161,-0.025,-0.856,14.29,1.0,1.0,0.287,elliptical
4.127,-0.861,-0.7,16.41,0.626,0.978,1.0,spiral
-8.839,-0.176,-0.363,15.82,1.0,0.889,0.196,elliptical
12.495,0.352,0.031,17.07,1.0,0.858,0.289,elliptical
21.984,-0.001,-0.849,19.82,0.322,0.68,1.0,spiral
-28.478,0.704,3.295,19.21,1.0,0.704,0.239,elliptical
9.694,-0.61,-0.401,17.86,1.0,0.893,0.155,elliptical
-33.839,2.312,-0.107,19.92,0.155,0.923,0.715,dwarf
-12.062,-0.858,1.707,17.99,0.375,0.837,1.0,spiral
-18.609,-0.019,1.807,20.99,0.759,0.255,0.657,irregular
20.282,-0.08,-0.567,18.48,0.277,0.764,1.0,spiral
23.162,0.043,-0.832,18.19,0.37,0.926,1.0,spiral
23.162,-0.043,-0.838,15.45,0.699,1.0,1.0,spiral
23.162,-0.008,-0.792,17.78,0.406,1.0,1.0,spiral
23.162,-0.033,-0.819,19.0,1.0,0.594,0.34,elliptical
23.161,-0.004,-0.832,18.18,1.0,0.533,1.0,irregular
3.093,-0.852,0.423,16.29,0.353,1.0,1.0,spiral
23.161,-0.028,-0.852,16.49,1.0,0.848,0.388,elliptical
8.52,0.025,0.006,15.95,1.0,1.0,0.488,elliptical
23.161,-0.026,-0.844,18.65,0.408,0.843,1.0,spiral
-11.599,-0.959,0.174,17.41,1.0,0.956,0.366,elliptical
-64.485,-0.706,0.777,20.41,0.844,0.644,0.145,elliptical
13.964,-0.236,-0.522,18.42,1.0,0.813,0.246,elliptical
-53.69,-0.077,-1.33,19.46,0.112,0.952,0.843,dwarf
1.243,0.847,-0.221,17.66,1.0,0.872,0.388,elliptical
23.162,0.043,-0.819,18.27,1.0,0.76,0.191,elliptical
-43.017,1.742,1.896,19.33,0.291,0.825,1.0,spiral
-19.998,0.205,1.867,18.48,0.501,0.924,1.0,spiral
-14.211,0.044,1.801,20.89,0.201,0.545,0.812,spiral
3.621,-0.504,0.461,20.85,0.207,0.844,0.572,dwarf
23.163,0.029,-0.796,18.02,1.0,0.797,0.334,elliptical
-35.434,1.891,1.086,18.83,1.0,0.419,0.927,irregular
11.611,-0.154,-0.367,18.43,0.253,0.782,1.0,spiral
23.161,-0.021,-0.834,17.47,1.0,0.652,1.0,irregular
5.237,0.051,0.645,17.61,1.0,0.524,1.0,irregular
-32.657,-1.884,0.821,19.52,0.392,0.751,1.0,spiral
14.077,-0.355,-0.451,18.0,0.302,0.953,1.0,spiral
-1.507,-0.867,0.648,18.16,1.0,0.704,0.156,elliptical
-17.059,0.838,0.352,17.06,0.471,1.0,1.0,spiral
23.164,0.042,-0.778,17.09,1.0,1.0,0.263,elliptical
5.714,0.115,-0.896,16.35,0.435,1.0,1.0,spiral
-38.9,1.939,2.673,19.23,1.0,0.745,0.224,elliptical
23.162,0.003,-0.798,16.81,0.542,1.0,1.0,spiral
-7.071,1.195,0.667,18.09,1.0,0.769,0.188,elliptical
-21.604,1.983,1.091,18.72,1.0,0.65,0.236,elliptical
-9.864,-1.476,0.249,19.49,0.365,0.84,1.0,spiral
-39.822,-0.983,1.806,19.62,1.0,0.324,0.766,irregular
23.163,-0.036,-0.793,16.6,0.327,1.0,1.0,spiral
-35.692,-2.539,2.079,19.48,0.413,0.835,1.0,spiral
-24.071,1.648,1.371,17.91,0.455,0.933,1.0,spiral
23.165,0.044,-0.765,18.53,0.407,0.772,1.0,spiral
14.391,-0.243,-0.568,16.02,1.0,1.0,0.45,elliptical
-15.362,-0.911,-0.744,19.86,1.0,0.406,0.921,irregular
-58.878,-2.61,0.901,20.89,0.156,0.825,0.52,dwarf
23.162,-0.022,-0.807,14.72,1.0,0.971,0.533,elliptical
23.163,-0.029,-0.792,18.7,0.344,0.763,1.0,spiral
-14.416,-0.24,1.927,19.9,0.974,0.375,0.782,irregular
23.161,0.005,-0.827,14.91,1.0,0.829,1.0,irregular
12.462,-0.281,-0.67,17.82,0.275,0.83,1.0,spiral
-10.211,0.538,0.316,17.31,1.0,0.74,0.185,elliptical
-6.564,0.954,0.176,17.58,0.489,1.0,1.0,spiral
9.901,-0.586,-0.715,15.24,0.536,1.0,1.0,spiral
-1.102,0.035,0.484,16.54,0.525,1.0,1.0,spiral
23.162,0.041,-0.817,18.53,0.356,0.825,1.0,spiral
-29.993,-2.132,-0.437,18.29,1.0,0.648,0.174,elliptical
-2.616,0.807,-0.261,18.88,1.0,0.696,0.25,elliptical
23.162,-0.039,-0.824,17.48,0.431,0.919,1.0,spiral
-15.688,1.409,1.8,18.21,1.0,0.49,0.936,irregular
15.576,-0.06,-0.341,17.23,1.0,0.994,0.275,elliptical
23.164,0.03,-0.769,15.5,0.682,1.0,1.0,spiral
8.748,-0.157,0.217,17.23,1.0,0.499,1.0,irregular
7.65,-0.144,-0.32,18.74,0.304,0.896,1.0,spiral
-25.564,-2.164,2.944,17.13,0.483,1.0,1.0,spiral
23.162,-0.042,-0.825,16.56,1.0,0.879,0.239,elliptical
-8.579,-0.088,0.958,17.85,1.0,0.752,0.273,elliptical
-15.25,1.062,-0.573,18.12,0.331,0.88,1.0,spiral
23.164,-0.048,-0.783,16.01,1.0,1.0,0.446,elliptical
23.162,-0.028,-0.822,15.9,0.532,1.0,1.0,spiral
-33.856,-0.104,1.136,19.57,1.0,0.44,0.808,irregular
-24.757,1.726,-0.197,20.47,0.884,0.389,0.651,irregular
-13.21,-0.934,0.012,17.53,0.422,1.0,1.0,spiral
23.162,-0.013,-0.807,15.33,0.498,1.0,1.0,spiral
5.864,-0.268,0.38,18.73,0.422,0.78,1.0,spiral
-1.162,-1.012,0.927,17.08,1.0,0.816,0.336,elliptical
-5.711,1.28,-0.61,19.2,1.0,0.573,0.33,elliptical
-22.514,1.716,2.299,18.09,1.0,0.739,0.2,elliptical
6.036,-0.089,-0.984,17.81,1.0,0.712,0.261,elliptical
23.163,0.013,-0.788,16.79,1.0,1.0,0.354,elliptical
-21.011,0.431,0.857,17.75,1.0,0.716,0.38,elliptical
7.562,0.459,0.011,18.16,0.466,0.996,1.0,spiral
-9.105,-1.23,0.722,20.52,0.888,0.274,0.794,irregular
-2.507,0.277,0.176,17.59,0.427,1.0,1.0,spiral
-10.812,-0.342,1.252,19.92,0.915,0.557,0.117,elliptical
23.161,0.015,-0.85,17.24,1.0,0.794,0.38,elliptical
23.163,-0.035,-0.799,17.49,1.0,0.811,0.236,elliptical
-38.362,0.078,0.855,18.73,0.432,0.946,1.0,spiral
12.923,-0.361,0.004,16.09,0.46,1.0,1.0,spiral
15.159,-0.271,-0.215,16.57,0.578,1.0,1.0,spiral
21.881,-0.013,-0.71,15.8,1.0,1.0,0.417,elliptical
23.162,0.033,-0.828,16.86,0.609,1.0,1.0,spiral
23.162,-0.015,-0.798,17.16,0.329,0.981,1.0,spiral
-50.677,-1.544,-1.45,20.87,0.794,0.282,0.703,irregular
6.362,0.223,-0.467,16.81,0.36,1.0,1.0,spiral
13.542,-0.188,-0.331,17.49,1.0,0.817,0.243,elliptical
15.78,-0.263,-0.888,16.48,1.0,1.0,0.419,elliptical
15.134,0.065,-0.813,16.07,1.0,0.562,1.0,irregular
-56.853,-3.316,2.954,20.77,0.274,0.587,0.873,spiral
6.724,0.096,0.436,17.74,1.0,0.738,0.25,elliptical
-32.04,2.382,2.279,19.66,0.408,0.812,1.0,spiral
-33.45,0.112,2.856,17.72,0.377,0.928,1.0,spiral
-27.773,-1.266,-0.535,20.75,0.214,0.744,0.657,dwarf
22.414,-0.019,-0.754,19.66,0.343,0.679,1.0,spiral
6.736,-0.543,0.484,17.31,0.214,1.0,0.986,dwarf
20.488,-0.138,-0.771,17.84,1.0,0.829,0.203,elliptical
-47.245,-0.598,3.446,20.88,0.279,0.579,0.844,spiral
23.054,-0.016,-0.851,17.89,0.401,1.0,1.0,spiral
-22.613,0.771,2.756,18.59,1.0,0.835,0.345,elliptical
-32.023,0.235,3.32,20.76,0.346,0.633,0.875,spiral
23.161,0.003,-0.823,16.36,0.596,1.0,1.0,spiral
-12.146,-1.033,-0.647,19.46,1.0,0.631,0.31,elliptical
14.4,-0.18,-0.316,15.19,1.0,1.0,0.375,elliptical
11.393,0.332,-0.659,17.78,0.339,0.849,1.0,spiral
-41.181,-0.932,4.211,17.25,1.0,0.813,0.244,elliptical
-35.96,0.693,3.725,18.45,1.0,0.49,0.899,irregular
-29.606,-0.343,-0.535,19.88,0.942,0.708,0.177,elliptical
21.029,0.12,-0.638,15.93,1.0,1.0,0.371,elliptical
5.4,-0.269,-0.399,16.68,1.0,0.862,0.333,elliptical
23.162,0.011,-0.812,16.11,1.0,0.835,0.177,elliptical
6.306,0.673,0.408,19.87,0.952,0.539,0.135,elliptical
5.438,0.416,0.388,17.43,1.0,0.988,0.29,elliptical
-21.908,-1.751,1.659,20.07,1.0,0.402,0.772,irregular
23.161,-0.006,-0.852,17.0,0.558,1.0,1.0,spiral
-18.899,0.291,-0.187,17.66,1.0,0.752,0.23,elliptical
18.993,-0.225,-0.715,15.06,0.409,1.0,1.0,spiral
-12.261,0.707,-0.743,17.96,1.0,0.882,0.29,elliptical
-27.002,-0.763,0.957,15.74,0.576,1.0,1.0,spiral
-14.081,-0.717,-0.677,20.07,0.249,0.656,1.0,spiral
10.765,0.201,-0.133,17.4,1.0,0.828,0.254,elliptical
-28.474,2.054,0.754,17.92,1.0,0.834,0.287,elliptical
6.054,0.655,-0.348,16.89,0.529,1.0,1.0,spiral
11.945,-0.11,-0.098,16.97,1.0,0.988,0.249,elliptical
20.273,0.131,-0.844,18.53,1.0,0.65,0.13,elliptical
-1.311,0.598,0.434,18.59,0.39,0.842,1.0,spiral
-8.463,-0.825,0.937,19.52,0.382,0.725,1.0,spiral
7.004,-0.433,-0.961,16.93,0.587,1.0,1.0,spiral
-36.214,-1.362,0.533,19.23,1.0,0.715,0.187,elliptical
0.59,-0.417,-0.159,16.81,1.0,0.828,0.314,elliptical
8.607,-0.251,-0.7,17.44,0.31,1.0,1.0,spiral
7.681,0.671,0.091,17.82,1.0,0.938,0.256,elliptical
-3.094,0.369,1.156,17.0,0.488,1.0,1.0,spiral
-4.454,-0.216,-0.837,16.46,1.0,1.0,0.286,elliptical
13.218,-0.432,-0.578,18.75,1.0,0.472,0.957,irregular
23.162,0.01,-0.806,16.85,0.532,1.0,1.0,spiral
-25.407,-1.224,0.264,17.74,1.0,0.883,0.278,elliptical
-41.364,0.722,0.553,19.3,0.347,0.873,1.0,spiral
2.216,-0.879,0.007,19.19,1.0,0.676,0.295,elliptical
23.164,0.027,-0.768,17.57,1.0,0.814,0.401,elliptical
9.293,0.367,0.274,16.49,1.0,1.0,0.313,elliptical
23.163,-0.016,-0.779,15.83,0.552,1.0,1.0,spiral
2.094,-0.896,-0.594,19.33,1.0,0.618,0.149,elliptical
23.161,0.023,-0.848,15.75,0.578,1.0,1.0,spiral
-15.422,0.398,1.259,16.89,1.0,1.0,0.455,elliptical
23.161,-0.009,-0.825,16.96,1.0,0.778,0.396,elliptical
14.181,-0.118,-0.389,19.81,0.31,0.664,0.945,spiral
23.161,0.004,-0.85,17.07,0.506,1.0,1.0,spiral
-25.617,0.784,2.785,18.86,0.263,0.802,1.0,spiral
-21.46,0.997,-0.393,18.91,0.448,0.781,1.0,spiral
-0.06,0.56,-0.901,20.43,0.205,0.739,0.891,spiral
-1.992,-0.151,-1.041,17.74,0.375,1.0,1.0,spiral
-28.668,-2.209,3.076,19.81,0.191,0.855,0.744,dwarf
9.062,0.391,0.015,17.82,1.0,0.786,0.205,elliptical
23.163,0.012,-0.789,17.67,1.0,0.699,0.307,elliptical
23.165,-0.031,-0.763,15.16,1.0,0.913,0.262,elliptical
23.162,0.006,-0.796,16.7,1.0,0.887,0.279,elliptical
23.161,-0.016,-0.823,16.3,0.339,0.978,1.0,spiral
-37.995,-2.077,1.223,20.95,0.816,0.297,0.6,irregular
23.162,-0.047,-0.848,19.1,0.237,0.703,1.0,spiral
23.163,-0.047,-0.792,18.31,0.435,0.872,1.0,spiral
23.162,0.03,-0.813,17.41,0.424,1.0,1.0,spiral
-39.53,-1.354,0.682,20.17,0.952,0.347,0.823,irregular
-8.514,1.387,1.526,18.3,0.461,0.925,1.0,spiral
23.162,0.019,-0.797,17.06,0.428,0.934,1.0,spiral
-13.421,0.11,0.513,17.31,0.488,1.0,1.0,spiral
-15.217,-0.072,1.106,17.38,0.44,0.927,1.0,spiral
-27.346,0.548,0.244,19.68,1.0,0.355,0.898,irregular
5.4,-0.488,-0.989,18.8,1.0,0.582,0.993,irregular
16.638,-0.302,-0.758,16.03,1.0,0.933,0.486,elliptical
23.161,0.006,-0.834,15.72,1.0,0.568,1.0,irregular
13.013,0.108,-0.179,18.45,1.0,0.872,0.248,elliptical
2.835,0.622,-0.573,18.77,0.445,0.944,1.0,spiral
-21.152,0.145,-0.584,18.17,0.425,0.815,1.0,spiral
23.161,-0.027,-0.848,16.28,0.569,1.0,1.0,spiral
23.163,0.042,-0.806,19.66,0.299,0.666,1.0,spiral
-17.766,0.239,1.534,17.73,0.342,1.0,1.0,spiral
20.807,-0.047,-0.825,17.31,1.0,0.994,0.259,elliptical
23.163,0.003,-0.783,19.82,0.986,0.441,0.753,irregular
23.162,0.017,-0.8,17.17,1.0,0.549,1.0,irregular
-19.998,-1.592,1.377,17.84,0.536,1.0,1.0,spiral
11.604,0.262,-0.743,18.68,1.0,0.376,0.942,irregular
6.707,-0.556,0.011,15.58,1.0,0.994,0.396,elliptical
-4.008,0.328,0.134,18.4,0.376,0.911,1.0,spiral
14.818,0.052,-0.53,16.52,1.0,1.0,0.333,elliptical
-8.925,-0.768,0.197,18.72,0.47,0.926,1.0,spiral
11.391,-0.185,-0.558,19.7,0.398,0.768,1.0,spiral
-48.494,3.171,4.615,18.9,1.0,0.454,0.95,irregular
-4.807,-1.126,0.922,18.71,1.0,0.565,0.851,irregular
23.162,0.024,-0.817,16.87,1.0,1.0,0.323,elliptical
23.161,0.027,-0.853,15.82,0.479,1.0,1.0,spiral
-31.449,-1.757,1.705,19.11,0.336,0.843,1.0,spiral
-24.895,-0.617,-1.052,18.29,1.0,0.685,0.276,elliptical
-23.432,-0.832,1.704,17.34,0.558,0.93,1.0,spiral
23.163,-0.044,-0.808,17.94,0.319,0.885,1.0,spiral
-12.664,-1.446,-0.287,20.6,0.258,0.604,0.932,spiral
9.783,-0.198,-0.909,18.21,1.0,0.723,0.308,elliptical
-2.909,1.139,0.263,16.82,1.0,1.0,0.351,elliptical
23.162,0.016,-0.796,18.42,1.0,0.882,0.23,elliptical
-3.166,-0.319,-0.492,17.97,1.0,0.878,0.209,elliptical
19.102,0.161,-0.601,16.96,1.0,0.944,0.451,elliptical
-15.901,-0.368,2.158,19.77,0.259,0.817,1.0,spiral
-11.746,0.253,1.752,17.31,0.348,0.996,1.0,spiral
-27.46,-0.724,-0.349,18.65,0.457,0.871,1.0,spiral
-2.483,0.615,0.585,17.4,1.0,0.951,0.282,elliptical
-13.308,-1.234,0.058,18.71,0.33,1.0,0.743,dwarf
-34.295,1.601,-1.195,19.05,0.305,0.717,1.0,spiral
-25.57,1.511,1.496,19.48,1.0,0.39,0.89,irregular
-3.848,-1.014,0.884,18.49,0.421,0.912,1.0,spiral
-31.541,0.187,2.505,19.6,1.0,0.636,0.152,elliptical
16.432,0.299,-0.483,17.54,0.54,0.906,1.0,spiral
19.418,-0.07,-0.698,16.66,0.412,1.0,1.0,spiral
-1.435,0.344,0.166,19.4,1.0,0.763,0.325,elliptical
23.162,0.042,-0.829,17.21,0.368,0.983,1.0,spiral
-43.143,0.549,3.858,20.06,1.0,0.475,0.87,irregular
23.162,0.027,-0.808,18.0,0.499,0.984,1.0,spiral
-5.039,-0.082,0.993,17.55,0.462,0.903,1.0,spiral
-2.508,-0.439,0.084,18.43,0.289,0.81,1.0,spiral
22.204,0.026,-0.689,17.32,1.0,1.0,0.222,elliptical
-0.49,0.428,-0.669,18.61,1.0,0.662,0.309,elliptical
-1.971,0.723,-0.071,20.81,0.124,0.705,0.671,dwarf
23.161,0.024,-0.85,16.66,1.0,0.789,0.275,elliptical
-25.159,1.588,2.902,20.71,0.327,0.531,0.903,spiral
4.061,-0.201,0.687,17.66,0.423,0.981,1.0,spiral
19.523,-0.124,-0.837,15.82,0.484,1.0,1.0,spiral
-12.904,-1.067,1.857,17.17,0.5,0.971,1.0,spiral
-15.227,-1.302,0.305,19.31,0.254,0.877,1.0,spiral
23.161,-0.027,-0.852,18.38,1.0,0.471,1.0,irregular
-20.382,-1.126,-0.046,18.42,0.45,0.832,1.0,spiral
-15.814,-0.703,1.801,17.32,0.299,1.0,1.0,spiral
23.163,-0.002,-0.777,16.16,1.0,0.581,1.0,irregular
23.162,0.022,-0.797,17.49,1.0,0.969,0.233,elliptical
-4.972,0.938,-0.419,17.19,1.0,1.0,0.423,elliptical
-22.933,1.367,0.496,17.87,0.404,0.88,1.0,spiral
-2.598,0.998,0.14,18.37,0.298,0.883,1.0,spiral
-0.028,0.215,0.49,18.8,0.408,0.818,1.0,spiral
-1.179,-0.236,0.952,17.44,1.0,0.734,0.408,elliptical
-17.934,0.77,-0.872,17.89,1.0,0.563,1.0,irregular
23.163,0.004,-0.783,16.8,1.0,0.482,1.0,irregular
-8.027,1.283,0.788,15.32,1.0,1.0,0.364,elliptical
17.611,-0.222,-0.445,16.45,1.0,0.924,0.368,elliptical
23.161,0.013,-0.84,16.86,0.322,1.0,1.0,spiral
23.162,-0.012,-0.81,15.49,0.45,1.0,1.0,spiral
23.163,-0.001,-0.777,17.37,1.0,0.884,0.303,elliptical
22.736,0.032,-0.758,16.79,1.0,0.964,0.321,elliptical
-1.549,-0.204,0.04,17.46,0.398,0.888,1.0,spiral
5.726,-0.244,-0.22,19.48,0.395,0.736,1.0,spiral
-21.573,-0.933,2.261,19.07,1.0,0.55,1.0,irregular
8.822,0.304,-0.67,17.33,1.0,0.93,0.226,elliptical
23.163,0.015,-0.783,16.3,1.0,0.931,0.285,elliptical
-39.765,0.085,0.377,20.48,0.896,0.559,0.252,elliptical
-44.522,0.305,4.108,18.39,1.0,0.818,0.201,elliptical
20.282,-0.071,-0.564,18.0,0.442,0.867,1.0,spiral
9.469,-0.216,-0.391,17.33,1.0,0.977,0.236,elliptical
2.112,0.557,0.318,17.1,0.336,1.0,1.0,spiral
23.161,0.009,-0.835,15.75,1.0,0.936,0.241,elliptical
0.255,-0.025,-0.764,16.6,0.357,1.0,1.0,spiral
23.162,0.022,-0.799,16.66,1.0,1.0,0.249,elliptical
0.094,-0.22,0.742,16.72,1.0,0.839,0.33,elliptical
23.161,0.027,-0.843,17.75,1.0,0.881,0.392,elliptical
-16.008,-0.698,-0.998,19.25,0.319,0.733,1.0,spiral
-29.5,0.419,-0.964,18.21,0.43,0.907,1.0,spiral
23.162,-0.035,-0.839,17.25,0.549,1.0,1.0,spiral
8.853,-0.589,0.009,17.19,1.0,0.801,0.35,elliptical
23.163,-0.012,-0.791,18.29,0.402,0.998,1.0,spiral
-42.54,0.88,0.534,19.22,1.0,0.551,0.904,irregular
-9.721,0.576,1.492,17.96,1.0,0.869,0.243,elliptical
-40.204,-0.412,-0.653,19.54,0.269,0.99,0.77,dwarf
-23.655,-0.683,1.577,19.15,1.0,0.356,1.0,irregular
-61.117,3.355,-0.3,19.75,0.26,0.796,0.994,spiral
23.162,0.044,-0.844,15.58,1.0,1.0,0.406,elliptical
23.164,-0.004,-0.773,18.32,0.343,0.908,1.0,spiral
23.163,0.033,-0.785,17.35,0.471,0.974,1.0,spiral
17.172,0.25,-0.743,19.04,0.324,0.881,1.0,spiral
-25.114,-1.607,1.964,17.42,1.0,0.94,0.231,elliptical
23.163,0.009,-0.787,15.82,1.0,1.0,0.272,elliptical
23.162,0.028,-0.808,16.35,0.344,1.0,1.0,spiral
-15.558,1.217,0.047,19.92,0.993,0.392,0.726,irregular
23.164,0.023,-0.771,15.69,1.0,1.0,0.335,elliptical
23.162,-0.035,-0.827,18.44,0.329,0.773,1.0,spiral
14.087,0.025,-0.147,17.41,0.48,1.0,1.0,spiral
-6.59,-0.475,-0.516,17.02,1.0,0.793,0.395,elliptical
23.162,-0.019,-0.8,17.07,1.0,1.0,0.242,elliptical
23.164,0.024,-0.772,15.52,1.0,0.702,1.0,irregular
-11.538,1.143,1.386,18.49,0.474,0.85,1.0,spiral
9.903,-0.126,-0.206,17.96,1.0,0.751,0.381,elliptical
-1.55,0.628,-0.27,17.27,1.0,0.986,0.226,elliptical
23.162,-0.046,-0.825,17.36,1.0,0.828,0.342,elliptical
-32.143,1.728,0.098,19.86,0.998,0.604,0.19,elliptical
-10.74,1.443,-0.891,17.67,1.0,0.757,0.162,elliptical
5.19,0.296,-0.253,18.83,0.46,0.768,1.0,spiral
23.164,-0.039,-0.775,15.38,0.449,1.0,1.0,spiral
4.582,0.301,0.463,18.55,0.292,0.841,1.0,spiral
-14.295,0.209,-0.142,18.49,0.336,0.876,1.0,spiral
14.184,-0.187,-0.344,18.7,1.0,0.476,0.89,irregular
15.67,0.097,-0.723,18.86,1.0,0.658,0.172,elliptical
-33.937,-2.433,0.202,19.27,0.379,0.746,1.0,spiral
8.852,0.231,0.143,18.5,1.0,0.744,0.316,elliptical
23.163,-0.048,-0.807,16.91,1.0,0.952,0.447,elliptical
23.162,0.005,-0.796,17.4,1.0,0.774,0.213,elliptical
-46.478,-1.065,3.631,20.83,0.833,0.424,0.769,irregular
23.162,-0.046,-0.834,16.59,1.0,0.845,0.27,elliptical
-6.033,0.625,0.282,18.23,0.41,1.0,1.0,spiral
13.325,-0.117,-0.358,17.28,0.559,0.91,1.0,spiral
17.279,0.113,-0.62,18.51,1.0,0.79,0.16,elliptical
-13.622,-0.757,0.677,18.65,0.309,0.813,1.0,spiral
-28.398,-1.852,2.519,19.66,0.393,0.715,1.0,spiral
12.795,-0.455,-0.424,17.14,0.381,1.0,1.0,spiral
-2.042,-0.488,0.83,18.17,0.501,0.86,1.0,spiral
-20.698,-1.005,0.309,18.38,0.299,0.814,1.0,spiral
-26.678,-1.207,2.835,19.06,0.283,0.709,1.0,spiral
-16.208,-1.684,1.9,19.84,0.133,0.97,0.663,dwarf
0.046,0.481,-0.831,17.79,1.0,0.8,0.244,elliptical
16.437,0.08,-0.305,17.78,1.0,0.713,0.215,elliptical
23.161,0.022,-0.855,18.07,1.0,0.842,0.304,elliptical
22.735,-0.009,-0.775,17.82,1.0,0.756,0.337,elliptical
-20.735,-0.743,2.011,18.67,1.0,0.669,0.208,elliptical
-21.782,1.167,2.259,19.38,1.0,0.549,0.864,irregular
-51.495,2.635,0.428,16.63,0.577,1.0,1.0,spiral
23.164,-0.044,-0.774,16.96,0.498,1.0,1.0,spiral
-47.137,1.879,-1.147,20.72,0.212,0.71,0.547,dwarf
-13.348,1.411,1.466,19.9,0.95,0.677,0.251,elliptical
15.783,-0.164,-0.527,16.71,0.558,1.0,1.0,spiral
23.164,-0.005,-0.765,15.2,1.0,0.983,0.304,elliptical
-20.08,-0.401,-1.024,17.98,1.0,0.795,0.176,elliptical
-35.836,-0.818,2.301,17.22,0.36,1.0,1.0,spiral
-13.102,-0.944,0.033,19.85,1.0,0.34,0.718,irregular
14.077,0.058,-0.315,19.2,0.397,0.712,1.0,spiral
-17.41,0.862,1.957,17.98,0.435,1.0,1.0,spiral
-23.754,1.862,1.069,19.86,0.305,0.85,0.794,dwarf
0.075,-0.106,0.441,17.16,1.0,0.811,0.266,elliptical
22.519,0.007,-0.823,17.85,0.298,0.885,1.0,spiral
2.107,0.077,0.356,16.51,0.433,0.963,1.0,spiral
-60.987,2.829,1.866,19.63,1.0,0.74,0.153,elliptical
-4.005,0.8,-0.109,17.66,0.486,0.917,1.0,spiral
13.43,-0.442,-0.726,18.0,1.0,0.92,0.261,elliptical
23.163,-0.03,-0.789,17.91,1.0,0.778,0.302,elliptical
-16.351,0.995,1.698,17.8,0.33,0.924,1.0,spiral
-1.015,0.841,-0.873,16.65,0.602,1.0,1.0,spiral
-8.922,-1.354,-1.01,16.55,0.477,1.0,1.0,spiral
13.109,0.338,-0.554,19.12,0.254,0.792,1.0,spiral
-23.198,-1.566,1.72,19.27,0.344,0.801,1.0,spiral
23.162,0.015,-0.794,15.97,0.429,1.0,1.0,spiral
-60.774,-0.755,4.892,19.4,1.0,0.391,0.823,irregular
4.545,0.374,-0.403,18.39,0.285,0.886,1.0,spiral
23.163,-0.048,-0.8,17.65,1.0,0.707,0.224,elliptical
-1.776,-0.327,-0.632,18.28,0.486,0.778,1.0,spiral
2.729,-0.103,-0.138,19.01,1.0,0.796,0.308,elliptical
2.189,0.577,-0.834,18.64,0.352,0.768,1.0,spiral
-31.742,0.471,-0.049,19.23,1.0,0.724,0.293,elliptical
-23.288,-0.575,-0.407,19.06,1.0,0.494,0.891,irregular
-33.38,-2.5,0.935,17.03,1.0,0.954,0.325,elliptical
-11.054,1.49,-0.228,15.62,0.434,1.0,1.0,spiral
20.918,-0.112,-0.704,17.15,0.344,1.0,1.0,spiral
23.161,0.025,-0.836,17.99,1.0,0.662,1.0,irregular
16.004,-0.054,-0.364,18.01,0.514,0.813,1.0,spiral
13.962,0.207,-0.573,16.57,0.371,1.0,1.0,spiral
