# Sample galaxy data (mimicking SDSS format)
# Generated for galaxy visualization testing
# Columns: ra (degrees), dec (degrees), g_mag, r_mag, i_mag, redshift, galaxy_type
# Data is synthetic but follows realistic distributions
ra,dec,g_mag,r_mag,i_mag,redshift,galaxy_type
180.798865,2.167398,18.66,17.83,17.34,0.0273,elliptical
181.664679,2.233746,20.94,20.87,20.72,0.054,dwarf
180.074812,0.385256,17.99,17.19,16.96,0.0267,elliptical
180.579823,-0.458432,17.17,16.82,16.47,0.0023,spiral
178.05931,-0.276103,20.9,19.97,19.76,0.0333,spiral
181.398361,3.966897,16.9,16.32,15.96,0.0281,spiral
177.896208,2.44912,17.12,16.44,15.86,0.0054,spiral
178.411041,-0.00436,16.49,15.34,14.87,0.0477,elliptical
178.86289,1.32597,17.16,16.57,16.09,0.013,spiral
182.340152,1.04932,15.73,14.95,14.66,0.001,spiral
177.607171,3.924303,18.97,18.14,17.9,0.0048,spiral
179.72736,2.754646,18.3,18.17,17.82,0.0133,irregular
181.180648,3.62818,18.86,18.07,17.69,0.0521,elliptical
182.431176,2.151089,19.53,18.58,18.06,0.0306,elliptical
180.247451,1.65034,20.16,19.8,19.49,0.0494,spiral
180.183407,1.0139,20.9,20.3,20.31,0.0287,irregular
182.430526,2.622913,16.69,16.01,15.65,0.0255,elliptical
177.567653,4.193238,19.56,18.67,18.4,0.0074,spiral
180.900572,2.361449,15.03,14.36,13.99,0.0104,elliptical
181.633787,2.623786,16.11,15.32,14.9,0.0307,spiral
182.133807,3.724003,14.0,13.53,13.4,0.001,spiral
181.719576,1.719942,16.75,15.89,15.4,0.001,elliptical
181.547271,3.512105,18.07,17.72,17.45,0.0581,spiral
179.610915,1.814444,20.5,19.79,19.7,0.048,dwarf
182.101111,0.256151,18.07,17.72,17.51,0.0167,irregular
180.849538,-0.488978,16.79,15.57,15.1,0.0254,elliptical
182.355631,2.790719,16.91,15.56,15.16,0.0036,elliptical
180.423055,3.057646,18.23,17.81,17.44,0.0426,spiral
181.327957,1.29804,16.75,16.28,15.7,0.0277,spiral
181.911912,1.082178,17.5,16.79,16.55,0.0347,spiral
179.638936,2.732776,22.0,21.25,21.04,0.0661,dwarf
179.902321,3.890657,18.28,17.59,17.07,0.001,irregular
180.814591,3.021344,17.27,16.18,15.94,0.0202,spiral
181.016729,3.316715,19.06,18.36,18.03,0.0398,dwarf
177.681138,3.286609,18.11,17.5,17.36,0.0249,elliptical
179.821109,0.468916,18.17,17.43,17.22,0.0428,spiral
179.193148,2.001284,20.91,20.43,20.59,0.0882,irregular
178.256115,1.716773,16.73,15.46,14.99,0.0358,elliptical
178.873023,0.19308,16.9,16.11,15.64,0.0133,elliptical
178.724499,2.579342,17.44,16.42,15.89,0.021,elliptical
178.208648,4.053755,18.27,18.23,18.04,0.0325,spiral
180.926834,-0.023773,16.5,15.83,15.48,0.0074,spiral
182.283097,2.429547,15.66,15.21,15.08,0.0338,elliptical
179.631881,0.94164,17.73,16.74,16.36,0.0078,elliptical
181.920926,3.778654,20.29,19.79,19.58,0.0489,spiral
180.476748,-0.373526,17.11,16.5,16.24,0.0338,spiral
179.527938,0.04899,18.1,17.01,16.59,0.0721,elliptical
179.864249,4.256766,20.45,19.96,19.76,0.0567,dwarf
182.118735,2.165548,17.74,17.09,16.8,0.0253,dwarf
181.710224,-0.121657,16.49,15.51,15.02,0.001,elliptical
178.647196,3.394175,16.03,15.51,15.2,0.001,spiral
180.091646,0.564389,16.98,16.94,16.72,0.0282,irregular
178.579902,-0.070462,18.16,17.37,16.97,0.0411,elliptical
180.420376,-0.125864,16.71,16.03,15.83,0.0022,elliptical
182.062742,0.546849,16.78,16.16,16.13,0.001,spiral
181.845715,3.476804,20.51,20.18,19.84,0.0451,irregular
181.655269,2.784992,18.6,17.57,16.91,0.0251,elliptical
178.274524,1.470089,16.92,16.18,15.92,0.001,spiral
180.174168,0.329385,16.74,16.11,15.98,0.001,spiral
181.10399,0.328934,18.94,18.22,17.65,0.0305,elliptical
181.048683,0.457259,15.89,14.92,14.52,0.0049,elliptical
180.029286,3.745847,17.78,16.98,16.68,0.0169,elliptical
182.070255,0.666848,22.0,21.49,21.29,0.0748,dwarf
180.49976,3.770389,18.63,18.26,17.87,0.001,spiral
181.397249,2.521082,17.75,17.25,17.24,0.0366,irregular
178.025271,3.714994,20.23,19.46,18.94,0.0479,spiral
180.000576,1.579842,15.27,14.29,13.83,0.001,elliptical
180.451289,2.462706,18.26,17.32,16.75,0.001,elliptical
181.416386,0.516269,18.79,17.97,17.41,0.0058,elliptical
180.053153,3.24767,18.36,18.03,17.77,0.0348,irregular
178.602996,2.326841,19.78,19.58,19.31,0.0352,irregular
178.698009,2.526176,18.26,17.56,17.13,0.001,spiral
182.466849,1.6798,16.02,15.1,14.37,0.0117,elliptical
179.948624,1.804356,19.98,18.94,18.67,0.0523,spiral
181.004515,3.416917,19.89,18.78,18.36,0.0091,elliptical
181.150226,0.401867,14.75,14.17,13.88,0.001,irregular
181.441462,1.065218,16.83,16.08,15.45,0.0351,elliptical
181.904211,0.408283,19.77,19.03,19.06,0.047,irregular
179.933822,2.34112,20.59,19.72,19.69,0.0398,spiral
180.897122,0.245656,18.69,18.02,17.72,0.0271,spiral
178.885028,2.639388,16.9,15.67,15.05,0.001,elliptical
180.004738,3.846592,18.18,16.99,16.64,0.0263,elliptical
179.271397,1.335476,17.56,16.86,16.57,0.0462,spiral
181.939166,3.148642,14.58,13.74,13.49,0.001,elliptical
177.794528,0.031603,16.96,16.39,15.7,0.001,spiral
182.303838,0.022149,20.64,19.88,19.47,0.0526,irregular
178.127359,0.69001,18.42,17.47,17.23,0.0181,spiral
180.119808,2.795873,16.98,16.09,15.61,0.0594,elliptical
178.915113,3.481417,17.5,16.51,16.08,0.0147,elliptical
180.014463,1.595162,18.74,17.7,17.41,0.0329,spiral
178.295197,0.914534,16.55,16.32,16.18,0.011,irregular
181.364168,3.391223,17.5,16.88,16.65,0.0433,elliptical
178.302165,0.036183,16.54,15.38,15.12,0.001,elliptical
181.07968,1.971401,17.38,17.26,16.64,0.01,irregular
181.805302,4.270599,18.91,18.39,18.17,0.0438,spiral
180.021256,-0.115803,19.1,18.56,18.1,0.0639,spiral
182.259919,3.39356,19.13,18.68,18.78,0.001,dwarf
181.382766,0.832365,16.18,15.73,15.31,0.001,elliptical
180.669365,-0.255663,17.78,17.33,16.9,0.001,spiral
182.145484,2.138603,16.3,15.66,15.33,0.0304,spiral
177.628953,1.987158,17.09,16.4,16.01,0.001,elliptical
179.863158,3.89885,20.68,20.44,20.26,0.0279,irregular
179.346356,3.728131,14.0,13.27,12.82,0.001,spiral
177.856132,4.402861,16.85,15.67,15.29,0.0172,elliptical
181.368264,3.608375,16.8,15.82,15.39,0.001,elliptical
179.203526,3.800049,16.24,15.48,15.25,0.001,spiral
178.943723,3.613546,19.44,18.93,18.74,0.0392,dwarf
178.731783,4.264202,19.31,18.68,18.24,0.0482,spiral
178.748567,3.687574,14.0,13.16,12.65,0.001,spiral
179.60352,3.674678,20.15,19.86,19.34,0.0367,irregular
179.446275,2.501802,15.27,14.65,14.13,0.001,spiral
178.925268,3.507883,18.79,18.47,18.27,0.0365,irregular
178.836237,2.416195,21.79,21.08,20.76,0.0339,dwarf
178.275283,1.927199,16.96,16.09,15.84,0.001,spiral
180.101688,3.93808,16.92,15.95,15.59,0.0154,spiral
178.558445,2.570698,18.82,17.87,17.63,0.007,elliptical
181.085833,2.030083,16.79,15.64,15.36,0.001,elliptical
177.628545,3.598151,20.08,19.56,19.32,0.0331,spiral
182.048846,4.122245,17.85,17.01,16.73,0.0145,elliptical
179.411246,-0.478793,17.54,16.69,16.59,0.0024,elliptical
179.000889,3.647191,18.69,18.02,17.87,0.0449,elliptical
182.441316,3.387783,18.47,17.54,17.31,0.0227,elliptical
180.182198,4.21187,17.63,16.71,16.28,0.001,elliptical
177.852217,0.198741,19.1,18.69,18.35,0.0236,spiral
180.296946,4.419059,17.79,16.91,17.0,0.0309,spiral
180.737046,1.441644,16.1,15.39,15.31,0.001,elliptical
177.994378,0.896317,18.15,17.95,17.47,0.0265,spiral
179.936461,0.481136,16.59,15.37,15.03,0.001,elliptical
180.832442,3.925993,20.13,19.24,18.95,0.0295,irregular
181.24776,3.717864,20.27,19.86,19.24,0.0448,spiral
180.352296,4.197749,18.19,17.11,16.74,0.01,elliptical
181.535958,1.058168,18.32,16.86,16.4,0.001,elliptical
180.965136,2.544949,18.17,17.35,17.11,0.0377,spiral
180.306847,1.837387,18.69,17.63,17.07,0.001,elliptical
180.416696,2.180381,17.58,17.01,16.91,0.0453,spiral
178.85611,4.441129,17.58,17.24,17.1,0.0073,spiral
181.129393,4.399532,15.9,15.2,14.69,0.001,spiral
179.943343,3.654514,17.53,16.56,16.29,0.0293,elliptical
178.610258,1.287366,21.12,20.54,20.44,0.056,spiral
178.148428,3.641639,17.66,17.08,16.5,0.0381,elliptical
179.777301,1.902805,16.02,14.62,14.02,0.001,elliptical
178.528238,1.813133,15.32,14.33,13.89,0.001,elliptical
181.056068,-0.180889,17.55,16.6,16.2,0.0224,elliptical
180.870578,2.94059,17.92,16.73,16.44,0.0358,elliptical
180.081065,0.382507,17.5,16.92,16.47,0.001,spiral
179.763861,4.116509,20.26,19.71,19.15,0.0418,spiral
181.037129,1.033262,20.21,19.89,19.67,0.0462,dwarf
177.818438,3.119431,16.34,16.17,15.69,0.021,spiral
179.170458,4.019796,19.21,18.42,18.05,0.0325,spiral
179.839929,3.795089,16.0,15.49,15.23,0.0221,spiral
180.13752,2.827046,15.89,15.53,15.05,0.001,spiral
181.890428,4.419304,17.72,17.08,16.73,0.0599,elliptical
179.03875,1.063978,15.53,15.18,15.03,0.001,irregular
177.587759,1.176174,17.58,16.88,16.83,0.0208,spiral
180.770463,0.300938,18.36,18.06,17.74,0.0063,spiral
181.153504,1.743688,20.3,19.85,19.65,0.0305,dwarf
178.225073,-0.453948,17.28,16.74,16.38,0.0105,spiral
182.079825,-0.405481,19.37,19.32,19.0,0.0332,irregular
180.510796,2.650806,18.96,18.83,18.43,0.0609,irregular
178.058977,2.105173,18.69,18.25,18.22,0.041,irregular
181.282406,4.104039,19.21,18.96,18.23,0.0512,spiral
180.951936,3.534356,17.67,17.04,16.61,0.0269,spiral
182.160647,2.712773,16.43,15.73,15.33,0.0118,spiral
182.267921,0.424951,17.54,16.61,16.23,0.0287,elliptical
181.45412,-0.077188,19.71,19.15,18.99,0.0214,spiral
181.294334,0.816955,17.12,16.44,16.03,0.0113,elliptical
181.776251,-0.430567,18.36,17.05,16.62,0.0425,elliptical
178.80095,3.919904,17.68,17.4,17.25,0.0071,irregular
181.162217,0.699256,18.04,17.53,17.18,0.0166,irregular
179.330821,2.944554,16.33,15.09,14.64,0.0015,elliptical
178.988891,0.430247,20.72,20.04,19.6,0.0467,spiral
181.189146,0.36234,19.47,18.83,18.89,0.001,dwarf
180.656241,4.270227,15.32,14.45,14.28,0.0109,spiral
180.592181,0.763934,19.15,18.37,18.0,0.0387,elliptical
181.11735,0.621426,16.37,15.7,15.42,0.001,spiral
178.093031,0.173337,19.44,18.54,18.12,0.0383,elliptical
178.646892,4.349597,20.41,20.02,19.53,0.0674,spiral
177.620307,1.171109,19.44,18.93,18.75,0.0233,spiral
182.116905,0.641169,16.74,15.89,15.4,0.001,elliptical
177.914561,-0.30335,19.53,19.14,18.92,0.001,spiral
179.361554,3.430847,18.77,18.15,17.61,0.0373,spiral
178.240669,2.374279,16.69,15.98,15.61,0.0606,spiral
181.145977,2.841821,17.66,16.61,16.21,0.001,elliptical
180.964421,0.689064,17.71,17.27,16.93,0.0361,spiral
182.263965,1.334424,18.36,17.54,16.98,0.0627,spiral
181.557237,2.86996,18.58,17.62,17.37,0.0111,spiral
181.319797,4.144353,17.41,16.5,15.92,0.0845,elliptical
182.476399,4.483501,17.54,16.89,16.32,0.0325,elliptical
178.41795,3.266539,20.41,20.3,20.13,0.0595,dwarf
177.830184,4.368397,17.33,16.66,16.14,0.0165,elliptical
178.955877,3.59375,18.51,17.81,17.53,0.0371,spiral
182.336829,3.480702,19.03,18.55,18.01,0.0253,spiral
179.787224,2.622691,19.8,19.22,18.62,0.0377,spiral
178.528147,2.941483,19.3,18.26,17.77,0.027,spiral
180.401075,0.767725,17.99,17.02,16.7,0.0153,elliptical
178.76963,3.951112,16.21,15.66,15.44,0.001,elliptical
179.789888,2.889246,17.05,16.32,15.89,0.001,spiral
179.414918,4.490078,18.8,17.62,17.35,0.001,elliptical
180.0149,0.74055,19.56,19.07,18.84,0.0442,spiral
178.306128,0.345524,18.17,17.12,16.52,0.001,elliptical
181.022498,-0.446628,20.27,19.51,19.29,0.0687,irregular
181.293745,-0.348628,17.71,17.16,16.92,0.001,spiral
179.044034,0.580558,17.58,16.58,16.32,0.0195,spiral
182.045765,4.365884,17.59,16.75,16.28,0.001,spiral
179.078859,0.052004,18.87,17.85,17.24,0.0343,elliptical
177.536446,3.344352,19.42,18.79,18.39,0.0581,spiral
178.234744,0.760619,20.43,19.83,19.63,0.0352,spiral
180.434342,1.624524,16.97,16.28,15.88,0.0133,elliptical
179.563273,-0.490174,15.68,15.14,14.89,0.0167,spiral
178.055537,3.714018,17.48,16.53,15.99,0.0328,elliptical
182.450153,3.399291,17.67,16.64,16.52,0.001,spiral
182.002842,1.200186,16.57,15.59,15.16,0.0101,elliptical
178.55035,-0.006606,17.94,17.15,16.86,0.0528,spiral
181.861234,1.827879,18.63,18.16,17.74,0.001,irregular
181.815456,0.85778,19.1,18.52,18.5,0.0175,spiral
180.965964,1.585451,17.36,16.67,16.23,0.0036,elliptical
181.299133,0.208093,19.75,19.22,18.86,0.0084,spiral
178.432231,2.764948,20.04,19.61,19.44,0.0796,spiral
179.260665,3.9541,17.32,17.41,16.98,0.0053,spiral
177.545126,3.700724,18.02,17.49,17.25,0.001,spiral
179.06548,1.032898,18.21,17.15,16.41,0.0327,elliptical
182.374382,0.942394,16.71,15.87,15.49,0.0037,spiral
178.868111,-0.381363,18.86,18.16,18.08,0.0231,spiral
181.271138,0.24438,15.82,15.27,14.93,0.001,spiral
179.748527,0.908894,20.84,20.64,20.2,0.0562,dwarf
177.70907,3.075848,19.73,18.86,18.28,0.0297,elliptical
181.64393,0.300097,16.53,16.05,15.73,0.0335,spiral
180.799158,3.289619,22.0,21.07,20.61,0.0899,irregular
181.983011,-0.120987,19.95,19.36,19.2,0.0436,spiral
177.885987,-0.303397,18.19,17.55,17.4,0.001,spiral
180.386235,3.880668,18.86,18.24,17.92,0.0495,elliptical
180.963998,4.123107,19.66,18.67,18.21,0.0229,elliptical
178.299143,4.304304,20.14,19.58,19.24,0.0017,spiral
177.841436,3.180263,17.1,16.43,16.07,0.001,spiral
179.127959,0.967653,18.29,17.16,16.83,0.0103,spiral
181.273568,0.289533,17.79,16.9,16.78,0.001,spiral
182.342799,1.560875,17.31,16.73,16.29,0.001,elliptical
177.789586,1.779411,17.99,17.39,17.1,0.0241,elliptical
180.788603,3.816022,18.01,17.47,17.22,0.0193,spiral
179.88078,2.381954,19.69,19.63,19.57,0.0386,irregular
182.308533,1.03808,18.32,17.21,16.86,0.0053,elliptical
181.643864,3.612842,19.97,19.34,19.23,0.0499,spiral
181.494099,3.657392,19.75,18.94,18.67,0.0374,irregular
182.408244,1.894554,16.22,15.44,14.94,0.0119,elliptical
181.112667,3.911499,19.05,18.26,18.0,0.0174,spiral
179.412278,-0.139212,17.63,16.68,16.4,0.0169,elliptical
177.764962,3.31442,19.93,19.41,18.93,0.049,spiral
180.258812,0.519898,17.56,16.28,15.98,0.0173,elliptical
181.052595,3.232028,16.99,16.1,15.52,0.0244,elliptical
179.36926,1.547458,19.83,19.1,18.55,0.0616,spiral
181.8612,4.088305,18.04,16.94,16.64,0.0076,elliptical
177.767889,2.030108,16.14,15.63,15.4,0.001,spiral
177.747871,-0.021549,18.35,17.46,17.2,0.0032,spiral
182.060276,1.604521,18.67,17.95,17.46,0.0388,irregular
178.40071,2.151255,16.37,15.76,15.38,0.0302,spiral
180.737215,0.728634,16.5,15.39,15.01,0.0156,elliptical
179.294548,1.425819,20.64,20.6,20.18,0.0317,irregular
182.442308,4.369031,18.78,17.96,17.76,0.0553,spiral
179.238119,1.669632,22.0,21.35,21.05,0.0481,dwarf
180.68317,4.445147,20.43,19.99,19.78,0.0369,irregular
182.152591,2.154556,17.45,17.1,16.92,0.0189,spiral
179.642192,2.29118,18.64,17.79,17.34,0.0507,elliptical
180.343256,4.407599,18.17,18.15,17.82,0.058,spiral
180.501177,1.413924,20.37,19.48,19.04,0.0134,spiral
180.589579,1.301189,16.45,15.51,14.95,0.0028,elliptical
181.324756,0.206709,19.73,19.61,19.22,0.0202,dwarf
180.292691,2.359011,15.39,14.3,13.88,0.009,elliptical
181.147855,0.27022,16.98,16.15,15.86,0.0454,spiral
181.490213,3.202005,17.43,17.03,16.85,0.001,spiral
177.837985,1.769381,19.09,18.41,18.09,0.0352,elliptical
181.573035,0.045388,16.19,15.17,14.42,0.0331,elliptical
181.281576,3.736651,16.46,16.41,15.79,0.001,irregular
177.613216,1.492536,16.04,15.23,15.06,0.0194,spiral
179.989085,4.207735,20.75,20.06,20.08,0.0458,irregular
182.293122,3.850866,16.49,16.13,15.88,0.0484,irregular
180.876762,1.562303,17.48,17.13,17.25,0.001,irregular
181.621845,-0.395043,16.78,16.25,16.14,0.001,spiral
182.411728,2.098108,17.56,16.39,15.67,0.001,elliptical
178.274195,3.559073,18.53,17.74,17.11,0.0144,elliptical
181.23924,0.899112,17.51,17.14,16.85,0.0244,spiral
181.989602,3.53402,17.89,17.11,16.76,0.0568,elliptical
179.877342,-0.278985,16.13,15.58,15.38,0.001,spiral
180.045816,-0.130877,17.79,17.33,16.75,0.0218,elliptical
179.339048,3.648198,20.15,19.49,19.37,0.0253,spiral
179.058226,1.473968,16.69,15.77,15.14,0.01,elliptical
180.806155,2.768407,15.42,14.79,14.64,0.001,spiral
180.059274,-0.318726,15.96,14.81,14.42,0.0127,elliptical
179.01938,3.558409,18.58,17.91,17.48,0.0027,spiral
179.725955,2.334409,17.99,17.16,16.76,0.0269,elliptical
178.143405,3.177859,17.94,17.46,17.16,0.0599,spiral
178.467321,1.906662,17.79,17.03,16.57,0.0045,spiral
180.24016,0.187611,19.33,18.89,18.79,0.0292,spiral
177.694864,1.357258,16.5,15.75,15.39,0.001,spiral
178.679216,2.263678,19.44,18.69,18.39,0.0124,spiral
179.519732,0.011325,18.26,17.66,17.26,0.0293,spiral
179.004415,1.99029,17.65,17.26,16.68,0.001,spiral
181.25823,3.43045,15.97,15.26,14.97,0.0307,spiral
179.285465,3.87277,19.23,18.51,18.41,0.0689,irregular
182.003682,1.935349,17.22,16.08,15.69,0.0076,elliptical
182.279515,-0.225674,17.89,17.02,16.62,0.0275,spiral
178.515568,0.556839,15.85,15.15,14.69,0.001,elliptical
178.411696,3.073545,17.78,16.56,16.32,0.0223,elliptical
180.58978,3.249358,18.16,17.55,17.26,0.0248,spiral
178.518006,2.727264,16.73,15.88,15.66,0.001,elliptical
179.277647,2.050407,21.0,20.58,19.94,0.0683,irregular
177.740279,3.661505,17.62,16.81,16.48,0.0479,spiral
180.374277,4.309777,19.05,17.72,17.24,0.0313,elliptical
179.220667,-0.337785,17.54,17.12,16.74,0.001,spiral
181.437368,2.413311,18.92,18.17,17.81,0.0589,spiral
179.599032,0.351138,18.32,17.65,17.49,0.0196,irregular
181.226761,2.792658,18.04,16.97,16.65,0.001,elliptical
179.594267,1.918401,17.81,17.14,16.68,0.0113,spiral
177.549078,3.406696,15.68,14.97,14.65,0.001,spiral
178.170101,1.697295,16.89,16.32,15.83,0.0323,spiral
178.087648,3.50631,17.02,16.49,16.19,0.0355,spiral
181.773245,1.626291,16.47,16.46,16.27,0.001,spiral
179.901853,4.453851,17.45,16.32,15.99,0.0162,elliptical
178.930153,3.507628,18.38,17.77,17.32,0.0452,spiral
179.912516,0.912225,20.75,20.12,19.89,0.0262,spiral
181.784082,-0.453394,17.03,16.5,16.28,0.001,irregular
179.558901,0.674028,17.64,17.06,16.89,0.001,spiral
181.003662,2.252692,16.85,16.54,16.32,0.001,irregular
177.758103,1.913346,22.0,21.35,21.52,0.0752,irregular
180.428559,0.147966,18.91,17.96,17.72,0.0617,spiral
178.346427,0.649615,16.2,15.65,15.32,0.0134,elliptical
181.571025,0.093147,19.63,19.12,18.68,0.0519,spiral
178.441104,4.384515,17.57,17.13,16.59,0.0196,spiral
180.805493,3.937061,17.43,16.69,16.3,0.0455,elliptical
178.137256,2.998871,16.64,15.49,14.92,0.0239,elliptical
179.43463,1.58266,15.64,14.56,14.24,0.001,elliptical
180.174416,3.235484,19.31,18.53,18.36,0.0455,irregular
179.707695,0.601377,16.27,15.52,15.34,0.005,spiral
178.326219,1.032437,19.29,18.88,18.57,0.019,spiral
177.637409,4.026077,18.88,17.77,17.52,0.0307,elliptical
179.598347,3.245166,21.51,21.43,21.17,0.0611,dwarf
181.523942,2.455331,19.25,18.57,18.21,0.0384,spiral
182.257477,3.226612,17.73,17.38,17.44,0.001,irregular
179.570238,0.207319,17.07,16.76,16.7,0.0498,spiral
177.668775,2.690103,18.8,17.87,17.46,0.0614,elliptical
179.251164,-0.373277,17.97,17.11,16.94,0.0125,elliptical
178.035761,0.125514,19.94,19.22,18.86,0.0459,irregular
178.628739,4.018424,19.16,18.42,18.15,0.056,spiral
178.763689,3.838635,20.22,19.53,18.95,0.0354,spiral
182.038854,2.653901,17.61,17.21,16.83,0.001,spiral
180.135448,0.724715,17.79,17.05,16.83,0.0413,elliptical
177.736735,1.62703,19.58,18.76,18.17,0.0196,spiral
181.778358,-0.21181,19.83,19.26,19.16,0.0389,spiral
182.236038,0.620214,18.99,18.91,18.83,0.0381,irregular
182.383577,4.286537,18.59,17.34,16.83,0.0725,elliptical
182.024517,0.192569,17.16,16.65,16.38,0.018,elliptical
181.260881,2.037983,18.44,18.07,17.64,0.0216,spiral
180.825639,2.475077,14.11,12.8,12.48,0.001,elliptical
178.82278,3.151452,16.92,16.81,16.75,0.0108,irregular
182.116086,-0.403002,17.88,17.2,17.03,0.001,spiral
179.968017,3.97385,16.91,16.21,15.78,0.0085,elliptical
181.394935,1.950365,17.54,17.0,16.65,0.001,spiral
178.352776,3.175226,14.99,14.35,13.89,0.0122,irregular
181.580826,4.165474,17.25,16.86,16.4,0.0078,spiral
180.421481,2.489183,18.5,17.33,16.88,0.0223,elliptical
179.27969,0.210032,17.03,15.89,15.45,0.001,elliptical
178.919746,2.867254,19.31,18.24,18.0,0.0193,elliptical
177.55299,2.787287,16.06,15.42,15.12,0.001,elliptical
179.013448,4.359883,17.1,16.19,15.71,0.0246,elliptical
180.066975,3.38646,15.66,15.12,14.56,0.0228,spiral
182.427135,-0.404473,20.67,19.7,19.61,0.0393,spiral
177.873479,1.418206,14.99,14.25,13.66,0.001,spiral
181.029628,-0.434605,17.49,17.15,16.66,0.0093,spiral
182.110583,0.518889,19.08,17.89,17.57,0.0486,elliptical
179.91834,3.77312,18.85,17.99,17.17,0.001,elliptical
180.429825,1.363217,16.65,15.96,15.96,0.0067,spiral
179.402944,1.807707,20.6,20.02,19.63,0.0376,spiral
179.671041,3.226037,19.01,18.18,17.82,0.0094,elliptical
180.553685,4.351398,20.61,19.79,19.6,0.0277,dwarf
181.826562,4.284889,18.16,17.15,16.81,0.001,elliptical
178.723206,0.279582,19.38,18.44,18.08,0.0393,spiral
177.753047,0.746838,16.25,15.02,14.77,0.001,elliptical
179.294641,1.312943,20.25,19.74,19.72,0.0775,irregular
180.162436,4.197081,19.38,18.75,18.76,0.0475,irregular
179.265399,-0.21016,19.06,18.02,17.68,0.046,elliptical
178.385598,0.08673,16.51,15.74,15.02,0.0287,elliptical
178.201458,2.119803,18.62,17.74,17.21,0.0403,spiral
178.576959,0.435733,19.85,19.19,18.48,0.0332,spiral
178.916042,0.614926,16.03,15.41,15.31,0.001,spiral
178.602068,0.734703,18.56,18.23,18.29,0.0109,irregular
179.403799,2.645349,16.59,16.06,15.66,0.0143,spiral
180.274761,-0.203448,20.01,19.48,19.09,0.0297,spiral
181.458754,3.336281,17.84,17.41,16.98,0.0412,spiral
181.379113,0.093605,15.6,15.04,14.82,0.001,spiral
181.377688,0.579474,17.49,16.75,16.43,0.001,elliptical
181.92518,1.734676,19.46,19.15,19.25,0.0332,spiral
179.437029,1.542812,16.29,15.23,15.1,0.001,elliptical
179.6039,3.230487,14.44,13.8,13.47,0.001,spiral
181.109398,3.271642,15.49,14.39,13.85,0.001,elliptical
179.273593,4.375462,18.2,17.69,17.86,0.001,irregular
180.772468,1.702228,17.36,16.99,16.6,0.004,spiral
182.499947,3.443835,14.48,14.23,13.9,0.001,spiral
181.075986,1.072836,17.24,16.72,16.1,0.001,spiral
178.412981,1.514815,16.73,16.16,15.76,0.0037,elliptical
180.668698,1.882338,16.05,15.21,14.71,0.001,elliptical
181.964553,1.185837,17.78,16.5,16.35,0.0413,elliptical
181.033906,3.953931,18.3,17.69,17.57,0.0329,irregular
181.490644,1.114612,17.6,16.65,16.18,0.0191,spiral
179.332155,0.896122,16.1,15.38,15.04,0.0055,spiral
182.05373,2.58026,19.32,19.15,18.82,0.0324,irregular
177.951575,1.501196,19.33,18.8,18.51,0.0024,spiral
178.522925,4.396208,17.11,16.26,16.01,0.0094,spiral
178.475496,4.151298,17.79,16.88,16.39,0.0454,elliptical
180.089899,1.827539,14.07,13.79,13.41,0.001,irregular
177.653909,0.770594,17.67,17.16,16.68,0.0087,elliptical
178.057844,0.602819,19.77,19.01,18.46,0.0635,elliptical
180.690415,1.747647,19.11,18.49,18.0,0.0216,spiral
180.392683,1.651884,17.22,16.8,16.55,0.0166,spiral
181.565835,-0.153307,18.96,18.46,17.89,0.0522,spiral
181.596472,3.312015,16.28,15.87,15.67,0.001,spiral
177.928863,2.803445,17.02,15.99,15.76,0.0235,spiral
182.428683,2.275508,19.27,18.55,18.47,0.0229,dwarf
179.633537,1.144659,18.73,18.21,17.89,0.0518,spiral
180.532288,1.599948,17.44,16.24,15.8,0.018,elliptical
182.451759,4.321734,15.61,14.76,14.61,0.0088,spiral
178.884559,4.347174,16.96,16.31,16.1,0.001,elliptical
177.796414,4.396619,14.63,13.82,13.37,0.0034,spiral
181.999684,1.100094,19.93,19.27,19.45,0.04,dwarf
180.062336,1.051981,18.17,17.23,17.26,0.0505,spiral
182.05877,-0.264148,16.98,15.83,15.11,0.001,elliptical
181.521306,0.333033,16.41,15.55,15.05,0.001,spiral
181.227449,2.503243,15.71,15.27,15.19,0.0117,spiral
180.680507,2.982653,16.46,15.78,15.31,0.001,elliptical
179.071512,1.71224,17.27,16.4,16.0,0.0149,elliptical
181.150995,4.488421,17.46,16.87,16.72,0.0238,spiral
182.201432,3.874606,16.96,16.26,15.68,0.0117,elliptical
182.368913,0.946381,18.29,17.84,17.7,0.001,spiral
178.277602,-0.071706,19.13,18.23,17.79,0.0427,spiral
180.608918,1.896306,21.63,20.86,20.93,0.0134,irregular
179.737113,0.929919,16.78,15.9,15.49,0.0461,elliptical
178.44732,-0.214729,16.88,16.28,16.2,0.0236,spiral
182.324583,3.446488,19.23,18.52,18.2,0.054,spiral
181.81241,3.317282,15.83,14.81,14.48,0.001,elliptical
180.917209,2.894405,20.39,19.83,19.6,0.0326,spiral
182.211997,4.492933,16.5,15.61,15.27,0.0453,elliptical
180.192014,4.159951,21.8,21.63,21.01,0.0873,irregular
178.134212,-0.412036,18.2,17.41,16.89,0.0035,elliptical
180.978472,0.52008,19.54,18.78,18.42,0.035,elliptical
177.524877,4.445529,17.4,16.7,16.35,0.0134,spiral
178.170605,2.268381,19.36,18.24,17.91,0.0126,spiral
